,tmp0,tmp1,hPa,hum,pp
2994,39.48,50.14,950.0,0.84,0.0
2995,16.45,20.16,1068.0,0.36,0.0
2996,22.07,16.79,931.0,0.41,0.0
2997,8.92,6.51,1001.0,0.03,0.0
2998,40.05,43.73,924.0,0.53,0.0
2999,27.3,35.04,1106.0,0.96,0.0
3000,29.95,28.45,1042.0,0.96,2736.0
3001,30.98,35.87,1037.0,0.27,0.0
3002,22.85,20.69,1086.0,0.7,0.0
3003,26.61,30.63,934.0,0.76,0.0
3004,0.43,0.33,944.0,1.0,950.0
3005,14.19,15.85,1094.0,0.68,0.0
3006,17.03,17.61,1022.0,0.18,0.0
3007,25.04,28.8,1112.0,0.23,0.0
3008,44.31,48.99,924.0,0.25,0.0
3009,8.98,10.5,958.0,0.66,0.0
3010,4.17,3.37,1095.0,0.34,0.0
3011,32.26,37.07,928.0,0.01,0.0
3012,12.1,14.82,1050.0,0.92,0.0
3013,30.69,27.46,923.0,0.32,0.0
3014,44.54,35.07,1098.0,0.95,3119.0
3015,42.51,35.86,949.0,0.73,2527.0
3016,41.64,46.65,949.0,0.89,0.0
3017,8.51,8.42,967.0,0.04,0.0
3018,12.01,15.16,1109.0,0.65,0.0
3019,29.21,34.76,968.0,0.56,0.0
3020,13.73,15.99,943.0,0.62,0.0
3021,24.51,27.2,1073.0,0.62,0.0
3022,15.52,15.45,1014.0,0.72,0.0
3023,33.65,25.93,1036.0,0.16,0.0
3024,3.99,3.48,1051.0,0.88,0.0
3025,44.07,48.59,1063.0,0.1,0.0
3026,38.93,38.18,959.0,0.68,0.0
3027,26.52,31.0,984.0,0.31,0.0
3028,2.09,2.49,1047.0,0.25,0.0
3029,30.75,32.92,1105.0,0.36,0.0
3030,37.71,41.78,973.0,0.11,0.0
3031,7.14,7.65,1038.0,0.29,0.0
3032,6.02,5.16,1050.0,0.86,0.0
3033,41.31,36.9,1000.0,0.06,0.0
3034,22.33,27.21,1097.0,0.08,0.0
3035,41.95,49.94,968.0,0.58,0.0
3036,8.16,8.16,1058.0,0.57,0.0
3037,38.47,27.74,1081.0,0.6,0.0
3038,44.17,32.34,978.0,0.8,3962.0
3039,8.75,8.1,912.0,0.72,0.0
3040,22.57,20.86,963.0,0.98,1643.0
3041,12.55,13.91,934.0,0.19,0.0
3042,29.05,35.7,993.0,0.15,0.0
3043,42.79,54.24,1045.0,0.17,0.0
3044,11.7,10.39,1106.0,0.16,0.0
3045,16.26,16.0,1104.0,0.13,0.0
3046,10.41,11.48,1057.0,0.42,0.0
3047,28.2,36.12,996.0,0.42,0.0
3048,17.89,12.99,1056.0,0.46,0.0
3049,14.46,15.99,952.0,0.2,0.0
3050,25.31,32.8,1080.0,0.53,0.0
3051,44.8,33.56,1064.0,0.32,0.0
3052,29.06,32.39,1111.0,0.31,0.0
3053,44.86,44.66,1008.0,0.2,0.0
3054,36.3,41.14,1076.0,0.68,0.0
3055,34.51,35.19,1085.0,0.92,868.0
3056,23.56,17.59,973.0,0.93,1225.0
3057,1.8,2.31,1019.0,0.62,0.0
3058,3.89,2.87,944.0,0.74,0.0
3059,29.54,33.96,922.0,0.41,0.0
3060,8.48,7.42,1047.0,0.06,0.0
3061,42.54,42.6,962.0,0.86,0.0
3062,34.42,39.11,923.0,0.39,0.0
3063,32.66,35.06,1107.0,0.61,0.0
3064,28.24,24.47,1005.0,0.44,0.0
3065,16.33,15.67,949.0,0.46,0.0
3066,30.98,31.08,1061.0,0.95,3742.0
3067,43.27,51.5,1102.0,0.2,0.0
3068,17.38,14.07,1043.0,0.24,0.0
3069,40.75,42.87,949.0,0.94,0.0
3070,2.15,2.74,1083.0,0.26,0.0
3071,40.97,34.54,946.0,0.69,0.0
3072,18.1,21.18,990.0,0.2,0.0
3073,10.97,12.48,940.0,0.62,0.0
3074,41.03,31.91,1046.0,0.15,0.0
3075,41.0,32.47,1105.0,0.42,0.0
3076,18.49,20.65,926.0,0.31,0.0
3077,43.67,54.06,1046.0,0.06,0.0
3078,19.24,15.91,978.0,0.04,0.0
3079,35.91,30.4,1060.0,0.24,0.0
3080,39.69,47.84,945.0,0.0,0.0
3081,20.44,21.86,1098.0,0.64,0.0
3082,2.79,2.16,1017.0,0.54,0.0
3083,35.33,37.62,1015.0,0.05,0.0
3084,25.51,26.26,951.0,0.53,0.0
3085,25.62,23.29,924.0,0.4,0.0
3086,37.1,26.42,999.0,0.62,0.0
3087,22.16,16.68,1069.0,0.19,0.0
3088,18.46,16.96,1087.0,0.51,0.0
3089,11.59,11.16,1022.0,0.18,0.0
3090,14.6,12.22,1035.0,0.04,0.0
3091,10.97,8.9,930.0,0.01,0.0
3092,17.52,21.02,929.0,0.45,0.0
3093,40.67,33.52,966.0,0.99,565.0
3094,39.71,44.14,1015.0,0.62,0.0
3095,41.51,50.97,1110.0,0.58,0.0
3096,17.48,22.18,919.0,0.03,0.0
3097,14.15,11.36,997.0,0.01,0.0
3098,38.35,49.24,927.0,0.37,0.0
3099,39.35,40.57,1109.0,0.79,0.0
3100,23.36,18.22,1110.0,0.25,0.0
3101,18.81,16.41,981.0,0.47,0.0
3102,1.76,1.85,976.0,0.93,0.0
3103,13.48,17.0,973.0,0.2,0.0
3104,7.89,9.17,972.0,0.38,0.0
3105,3.92,3.76,925.0,0.31,0.0
3106,32.86,36.63,1026.0,0.89,0.0
3107,43.93,31.52,1056.0,0.51,0.0
3108,10.27,12.33,1106.0,0.07,0.0
3109,37.26,40.99,962.0,0.49,0.0
3110,15.55,14.41,921.0,0.93,3354.0
3111,21.12,20.3,914.0,0.4,0.0
3112,13.79,12.64,967.0,0.34,0.0
3113,11.96,13.7,1032.0,0.64,0.0
3114,24.86,23.33,956.0,0.37,0.0
3115,19.62,18.09,1102.0,0.55,0.0
3116,43.91,52.92,1051.0,0.45,0.0
3117,13.89,12.41,1030.0,0.1,0.0
3118,10.18,7.34,1062.0,0.04,0.0
3119,6.03,6.44,1022.0,0.65,0.0
3120,16.35,20.64,1090.0,0.27,0.0
3121,32.39,24.02,934.0,0.9,2949.0
3122,22.54,26.31,966.0,0.94,0.0
3123,14.7,16.68,1109.0,0.93,2210.0
3124,12.77,9.54,1076.0,0.84,2219.0
3125,16.04,17.08,1044.0,0.13,0.0
3126,41.42,51.96,929.0,0.02,0.0
3127,16.86,17.06,1053.0,0.3,0.0
3128,7.89,6.64,1055.0,0.58,0.0
3129,28.47,29.77,1058.0,0.36,0.0
3130,43.09,30.35,1038.0,0.34,0.0
3131,13.26,11.7,1066.0,0.31,0.0
3132,23.67,24.15,1030.0,0.63,0.0
3133,19.38,18.89,1035.0,0.55,0.0
3134,5.52,4.06,1077.0,0.42,0.0
3135,45.18,33.32,989.0,0.79,2391.0
3136,7.23,6.88,950.0,0.65,0.0
3137,38.76,28.78,1059.0,0.46,0.0
3138,28.27,19.9,1009.0,0.19,0.0
3139,38.64,48.74,1032.0,0.39,0.0
3140,35.96,30.01,1105.0,0.15,0.0
3141,18.85,17.99,920.0,0.68,0.0
3142,2.93,2.95,1070.0,0.46,0.0
3143,23.85,23.59,1061.0,0.55,0.0
3144,6.97,7.12,937.0,0.77,0.0
3145,3.13,3.14,945.0,0.02,0.0
3146,20.53,26.69,926.0,0.74,0.0
3147,18.93,14.3,1110.0,0.78,0.0
3148,18.85,15.09,930.0,0.82,3207.0
3149,15.87,14.13,1050.0,0.12,0.0
3150,18.98,23.64,1046.0,0.18,0.0
3151,13.42,12.19,956.0,0.09,0.0
3152,15.31,18.71,1012.0,0.8,0.0
3153,3.14,2.92,946.0,0.99,2412.0
3154,25.38,23.02,1020.0,0.93,3600.0
3155,26.39,33.88,1045.0,0.67,0.0
3156,42.94,34.72,1089.0,0.57,0.0
3157,0.25,0.2,1109.0,0.32,0.0
3158,6.75,5.57,946.0,0.62,0.0
3159,13.68,17.03,1020.0,0.44,0.0
3160,35.57,45.21,1007.0,0.96,0.0
3161,23.57,25.9,916.0,0.32,0.0
3162,2.55,2.12,969.0,0.01,0.0
3163,23.75,17.44,1023.0,0.32,0.0
3164,6.27,7.14,1083.0,0.34,0.0
3165,39.7,40.65,1047.0,0.53,0.0
3166,16.44,19.91,977.0,0.02,0.0
3167,21.44,22.25,1002.0,0.44,0.0
3168,25.11,26.98,1049.0,0.34,0.0
3169,31.42,37.05,1005.0,0.42,0.0
3170,29.33,22.97,967.0,0.8,1148.0
3171,41.3,42.49,928.0,0.29,0.0
3172,19.4,21.11,1087.0,0.03,0.0
3173,32.11,36.15,1029.0,0.97,0.0
3174,15.52,13.4,1109.0,0.88,3292.0
3175,1.18,1.47,917.0,0.58,0.0
3176,20.07,22.89,1078.0,0.08,0.0
3177,36.96,29.11,917.0,0.47,0.0
3178,16.66,11.7,956.0,0.92,1128.0
3179,30.16,26.02,991.0,0.67,0.0
3180,23.06,28.0,1027.0,0.4,0.0
3181,4.68,4.95,1012.0,0.44,0.0
3182,5.4,6.79,1094.0,0.37,0.0
3183,32.43,24.74,1034.0,0.36,0.0
3184,15.36,19.68,967.0,0.09,0.0
3185,39.28,49.27,1073.0,0.88,0.0
3186,37.39,29.29,966.0,0.74,3422.0
3187,10.52,10.14,996.0,0.68,0.0
3188,9.3,10.66,1050.0,0.39,0.0
3189,34.08,42.27,924.0,0.88,0.0
3190,40.01,48.07,945.0,0.57,0.0
3191,15.92,14.34,1051.0,0.06,0.0
3192,43.39,42.24,990.0,0.57,0.0
3193,18.22,14.1,1001.0,0.34,0.0
3194,4.33,3.05,1025.0,0.92,2100.0
3195,37.53,39.67,1032.0,0.51,0.0
3196,45.31,41.15,1011.0,0.2,0.0
3197,12.01,12.26,1033.0,0.71,0.0
3198,21.21,25.33,993.0,0.64,0.0
3199,36.2,46.1,1090.0,0.09,0.0
3200,29.97,33.73,1068.0,0.34,0.0
3201,38.4,32.33,1081.0,0.77,3324.0
3202,30.99,27.7,989.0,0.7,0.0
3203,30.4,26.72,985.0,0.68,0.0
3204,40.77,29.41,1073.0,0.67,0.0
3205,3.04,3.47,981.0,0.92,0.0
3206,42.66,51.72,1082.0,0.64,0.0
3207,13.37,11.32,1083.0,0.46,0.0
3208,21.8,18.18,1075.0,0.89,3789.0
3209,12.39,16.03,979.0,0.29,0.0
3210,33.07,42.32,978.0,0.8,0.0
3211,43.13,50.24,1064.0,0.65,0.0
3212,35.34,29.7,913.0,0.94,3788.0
3213,1.14,0.98,920.0,0.36,0.0
3214,0.42,0.5,957.0,0.7,0.0
3215,15.74,17.84,986.0,0.43,0.0
3216,2.34,2.59,1050.0,0.07,0.0
3217,34.24,26.42,1095.0,0.12,0.0
3218,26.51,32.42,1069.0,0.71,0.0
3219,9.9,11.45,1021.0,0.63,0.0
3220,26.98,27.71,911.0,0.43,0.0
3221,39.92,47.02,1022.0,0.66,0.0
3222,11.61,9.75,985.0,0.97,2771.0
3223,38.73,42.69,989.0,0.54,0.0
3224,39.98,33.17,1030.0,0.81,625.0
3225,22.24,17.62,989.0,0.17,0.0
3226,43.88,38.54,1047.0,0.29,0.0
3227,19.22,15.89,969.0,0.53,0.0
3228,19.16,20.17,963.0,0.88,0.0
3229,27.25,32.97,977.0,0.65,0.0
3230,35.13,30.13,928.0,0.75,0.0
3231,9.63,11.08,987.0,0.56,0.0
3232,39.32,50.52,962.0,0.32,0.0
3233,28.35,33.3,936.0,0.87,0.0
3234,22.65,25.24,919.0,0.01,0.0
3235,42.89,32.72,994.0,0.17,0.0
3236,13.47,11.06,914.0,0.78,0.0
3237,24.8,19.11,949.0,0.18,0.0
3238,9.14,11.21,954.0,0.51,0.0
3239,22.95,19.43,983.0,0.72,0.0
3240,13.16,16.91,922.0,0.26,0.0
3241,1.91,1.4,951.0,0.79,0.0
3242,27.28,30.75,1100.0,0.97,0.0
3243,24.57,23.43,1036.0,0.27,0.0
3244,38.5,44.52,934.0,0.63,0.0
3245,23.67,22.12,967.0,0.45,0.0
3246,18.28,17.16,1096.0,0.48,0.0
3247,5.13,4.01,1080.0,0.68,0.0
3248,21.85,16.27,933.0,0.6,0.0
3249,43.34,54.08,911.0,0.73,0.0
3250,9.38,6.94,1062.0,0.94,709.0
3251,3.84,4.96,961.0,0.34,0.0
3252,35.96,32.79,924.0,0.32,0.0
3253,6.66,4.67,969.0,0.83,0.0
3254,19.76,17.95,988.0,0.28,0.0
3255,24.51,29.04,937.0,0.06,0.0
3256,13.6,14.35,1066.0,0.51,0.0
3257,24.92,18.78,1061.0,0.84,3538.0
3258,39.74,34.34,1098.0,0.94,3660.0
3259,25.81,33.43,998.0,0.69,0.0
3260,43.32,54.09,960.0,0.24,0.0
3261,8.08,9.21,1086.0,0.24,0.0
3262,27.22,27.87,948.0,0.85,0.0
3263,24.14,23.56,1092.0,0.77,0.0
3264,45.14,42.78,1011.0,0.13,0.0
3265,1.02,1.3,978.0,0.63,0.0
3266,45.18,33.31,1056.0,0.82,1507.0
3267,22.31,28.68,983.0,0.61,0.0
3268,15.32,14.5,923.0,0.14,0.0
3269,29.29,22.83,1111.0,0.47,0.0
3270,25.93,29.32,929.0,0.7,0.0
3271,5.14,6.07,994.0,0.35,0.0
3272,14.09,15.46,913.0,0.8,0.0
3273,29.37,21.66,983.0,0.67,0.0
3274,1.74,1.76,947.0,0.74,0.0
3275,3.15,3.74,1101.0,0.06,0.0
3276,11.35,12.49,968.0,0.61,0.0
3277,6.31,6.4,959.0,0.08,0.0
3278,23.32,28.1,1048.0,0.05,0.0
3279,21.1,16.13,939.0,0.18,0.0
3280,2.5,3.07,1099.0,0.72,0.0
3281,38.96,49.92,970.0,0.29,0.0
3282,9.95,12.19,972.0,0.69,0.0
3283,4.8,4.38,1020.0,0.34,0.0
3284,31.3,23.25,1054.0,0.66,0.0
3285,19.5,18.39,1005.0,0.96,3457.0
3286,18.76,15.49,967.0,0.46,0.0
3287,45.08,45.96,931.0,0.2,0.0
3288,8.51,7.66,1105.0,0.54,0.0
3289,25.46,20.96,942.0,0.25,0.0
3290,39.72,38.11,1076.0,0.57,0.0
3291,14.47,16.34,983.0,0.3,0.0
3292,17.9,15.91,927.0,0.59,0.0
3293,43.64,38.82,945.0,0.36,0.0
3294,2.05,1.6,963.0,0.61,0.0
3295,29.38,37.04,1030.0,0.42,0.0
3296,29.81,24.01,918.0,0.77,182.0
3297,17.3,16.62,968.0,0.93,3871.0
3298,35.26,27.08,981.0,0.04,0.0
3299,40.46,28.56,1005.0,0.51,0.0
3300,18.45,13.82,958.0,0.17,0.0
3301,38.15,47.14,1045.0,0.5,0.0
3302,17.49,12.89,1112.0,0.89,1443.0
3303,4.26,3.98,912.0,0.22,0.0
3304,26.55,30.08,1042.0,0.69,0.0
3305,17.72,15.75,921.0,0.61,0.0
3306,19.26,17.78,1022.0,0.53,0.0
3307,6.64,6.47,982.0,0.4,0.0
3308,18.66,13.33,1094.0,0.24,0.0
3309,2.61,2.13,940.0,0.03,0.0
3310,29.26,34.74,1009.0,0.57,0.0
3311,10.54,12.67,1060.0,0.35,0.0
3312,44.09,54.51,1094.0,0.95,0.0
3313,6.07,6.67,1103.0,0.11,0.0
3314,19.0,22.04,995.0,0.07,0.0
3315,10.07,12.82,968.0,0.12,0.0
3316,5.28,5.82,1000.0,0.94,2781.0
3317,26.42,23.79,1007.0,0.82,843.0
3318,3.38,3.47,980.0,0.77,0.0
3319,42.04,34.36,1067.0,0.96,2260.0
3320,44.39,36.07,1027.0,0.81,1661.0
3321,8.46,7.84,976.0,0.71,0.0
3322,32.94,37.43,965.0,0.51,0.0
3323,0.16,0.17,1034.0,0.53,0.0
3324,41.8,47.46,1075.0,0.4,0.0
3325,4.5,4.08,934.0,0.16,0.0
3326,26.48,29.72,939.0,0.08,0.0
3327,42.96,38.81,1086.0,0.08,0.0
3328,32.99,37.4,935.0,0.8,0.0
3329,1.44,1.7,975.0,0.51,0.0
3330,42.76,31.36,918.0,0.58,0.0
3331,27.17,33.13,1067.0,0.39,0.0
3332,38.69,32.15,945.0,0.95,534.0
3333,23.02,27.41,984.0,0.35,0.0
3334,22.15,18.82,1105.0,0.37,0.0
3335,24.43,22.9,1002.0,0.72,0.0
3336,16.13,12.45,1099.0,0.97,1375.0
3337,5.54,6.36,953.0,0.22,0.0
3338,30.55,26.69,969.0,0.21,0.0
3339,44.06,56.56,961.0,0.36,0.0
3340,30.37,23.48,1082.0,0.21,0.0
3341,43.64,42.37,1013.0,0.36,0.0
3342,31.17,32.58,956.0,0.35,0.0
3343,7.35,6.38,1046.0,0.32,0.0
3344,17.71,18.21,1083.0,0.01,0.0
3345,26.73,26.62,1011.0,0.68,0.0
3346,15.59,14.26,937.0,0.9,2684.0
3347,15.27,11.33,1053.0,0.8,0.0
3348,6.08,5.57,1052.0,0.83,0.0
3349,35.55,37.36,987.0,0.05,0.0
3350,14.01,12.58,1024.0,0.43,0.0
3351,18.54,18.17,927.0,0.95,3351.0
3352,36.14,37.41,1007.0,0.77,0.0
3353,12.95,16.02,1034.0,0.08,0.0
3354,18.17,15.58,1004.0,0.93,32.0
3355,36.33,45.45,966.0,0.98,0.0
3356,19.93,15.36,942.0,0.9,2854.0
3357,5.82,5.42,917.0,0.62,0.0
3358,44.21,50.36,1053.0,0.85,0.0
3359,32.39,28.47,1096.0,0.79,0.0
3360,37.58,30.7,1106.0,0.32,0.0
3361,2.12,2.37,978.0,0.33,0.0
3362,10.89,7.64,1038.0,0.94,2167.0
3363,9.93,12.5,1055.0,0.68,0.0
3364,1.61,1.69,945.0,0.4,0.0
3365,3.38,3.89,1049.0,0.43,0.0
3366,6.79,5.18,971.0,0.09,0.0
3367,43.27,56.01,967.0,0.18,0.0
3368,41.52,37.82,1079.0,0.8,0.0
3369,8.14,6.48,1062.0,0.6,0.0
3370,31.87,38.12,1051.0,0.65,0.0
3371,0.83,0.82,1052.0,0.99,1494.0
3372,19.44,15.7,1053.0,0.11,0.0
3373,37.68,44.62,1111.0,0.87,0.0
3374,5.95,6.09,1054.0,0.62,0.0
3375,18.46,21.14,994.0,0.45,0.0
3376,29.74,30.64,1045.0,0.24,0.0
3377,18.58,23.16,1039.0,0.22,0.0
3378,23.91,23.55,1028.0,0.7,0.0
3379,9.93,10.09,1072.0,0.17,0.0
3380,39.32,33.36,943.0,0.03,0.0
3381,10.25,10.71,944.0,0.55,0.0
3382,10.4,12.5,1052.0,0.43,0.0
3383,33.23,28.13,1012.0,0.51,0.0
3384,35.97,33.62,914.0,0.29,0.0
3385,38.91,44.29,1018.0,0.99,0.0
3386,38.98,29.68,1061.0,0.19,0.0
3387,34.8,31.55,1056.0,0.5,0.0
3388,36.18,34.0,1105.0,0.64,0.0
3389,5.9,4.62,919.0,0.64,0.0
3390,35.61,39.02,912.0,0.3,0.0
3391,27.26,29.23,918.0,0.94,2244.0
3392,8.9,10.32,1107.0,0.39,0.0
3393,2.76,3.25,967.0,0.68,0.0
3394,13.91,9.99,1051.0,0.57,0.0
3395,18.96,16.2,1101.0,0.9,2316.0
3396,21.52,21.63,1094.0,0.12,0.0
3397,11.64,8.23,1036.0,0.18,0.0
3398,42.27,42.97,1021.0,0.09,0.0
3399,28.48,33.65,967.0,0.13,0.0
3400,12.34,13.88,1050.0,0.85,0.0
3401,2.99,3.15,1018.0,0.87,0.0
3402,44.26,34.51,951.0,0.16,0.0
3403,7.29,7.96,1043.0,0.69,0.0
3404,29.66,32.2,935.0,0.74,0.0
3405,14.42,15.38,1054.0,0.51,0.0
3406,1.3,1.46,1083.0,0.08,0.0
3407,17.39,16.37,1100.0,0.75,0.0
3408,19.74,22.49,924.0,0.58,0.0
3409,0.26,0.27,1054.0,0.66,0.0
3410,15.15,19.2,1077.0,0.12,0.0
3411,23.27,21.81,927.0,0.99,1205.0
3412,25.13,20.23,1014.0,0.72,0.0
3413,16.37,19.51,1029.0,0.79,0.0
3414,7.03,5.08,1035.0,0.24,0.0
3415,23.02,21.13,1035.0,0.54,0.0
3416,2.38,2.19,1055.0,0.74,0.0
3417,11.22,13.96,992.0,0.68,0.0
3418,34.58,40.94,979.0,0.69,0.0
3419,39.91,30.31,1089.0,0.2,0.0
3420,0.71,0.59,942.0,0.83,0.0
3421,21.8,26.22,962.0,0.13,0.0
3422,33.57,32.99,1065.0,0.35,0.0
3423,18.02,17.75,920.0,0.29,0.0
3424,36.21,30.37,941.0,0.63,0.0
3425,44.7,43.08,1024.0,0.06,0.0
3426,37.55,33.4,937.0,0.95,667.0
3427,7.4,7.83,952.0,0.68,0.0
3428,18.79,20.93,1046.0,0.09,0.0
3429,42.36,50.52,1078.0,0.14,0.0
3430,30.81,38.81,1099.0,0.41,0.0
3431,4.56,3.56,971.0,0.73,0.0
3432,29.14,34.68,922.0,0.32,0.0
3433,45.42,38.51,1057.0,0.91,245.0
3434,20.94,15.03,924.0,0.85,3506.0
3435,18.87,21.8,1098.0,0.71,0.0
3436,32.48,27.87,1092.0,0.45,0.0
3437,8.54,9.47,1064.0,0.75,0.0
3438,38.22,40.96,953.0,0.18,0.0
3439,18.94,19.06,1084.0,0.94,3261.0
3440,44.34,52.63,1030.0,0.81,0.0
3441,43.42,38.89,1026.0,0.13,0.0
3442,29.58,22.23,988.0,0.09,0.0
3443,45.3,45.99,1031.0,0.04,0.0
3444,18.38,16.62,1044.0,0.44,0.0
3445,26.72,30.73,916.0,0.99,3706.0
3446,6.65,5.71,917.0,0.9,778.0
3447,44.81,36.7,1049.0,0.94,1321.0
3448,41.64,45.22,1041.0,0.58,0.0
3449,37.03,36.78,1001.0,0.73,0.0
3450,10.63,11.34,1065.0,0.61,0.0
3451,13.63,9.97,1043.0,0.42,0.0
3452,13.63,13.83,1034.0,0.54,0.0
3453,23.54,25.45,1002.0,0.59,0.0
3454,4.42,5.28,1065.0,0.06,0.0
3455,22.19,23.38,960.0,0.96,0.0
3456,4.03,5.08,1020.0,0.04,0.0
3457,17.13,14.29,924.0,0.01,0.0
3458,40.6,49.78,1080.0,0.94,0.0
3459,37.04,36.05,948.0,0.29,0.0
3460,34.86,40.17,918.0,0.62,0.0
3461,2.01,2.22,1016.0,0.83,0.0
3462,44.37,36.56,981.0,0.15,0.0
3463,4.58,4.98,1059.0,0.65,0.0
3464,27.14,28.49,1109.0,0.78,0.0
3465,30.64,28.99,1083.0,0.82,0.0
3466,19.61,21.76,979.0,0.04,0.0
3467,34.39,36.12,1094.0,0.63,0.0
3468,27.06,20.15,1079.0,0.88,747.0
3469,4.36,4.61,1045.0,0.02,0.0
3470,7.85,5.68,1052.0,0.82,0.0
3471,29.01,20.48,1077.0,0.2,0.0
3472,36.37,33.06,1081.0,0.84,1088.0
3473,39.04,45.68,1102.0,0.37,0.0
3474,7.91,7.65,982.0,0.32,0.0
3475,22.48,23.69,1100.0,0.66,0.0
3476,19.02,24.24,1109.0,0.87,0.0
3477,0.55,0.44,934.0,0.75,0.0
3478,26.42,31.62,1093.0,0.4,0.0
3479,13.72,9.89,924.0,0.27,0.0
3480,35.8,45.25,939.0,0.54,0.0
3481,5.99,5.86,963.0,0.75,0.0
3482,5.51,4.41,984.0,0.2,0.0
3483,29.92,26.22,1002.0,0.4,0.0
3484,3.64,3.13,971.0,0.84,0.0
3485,44.95,40.85,941.0,0.44,0.0
3486,42.17,51.29,1065.0,0.35,0.0
3487,40.54,48.79,943.0,0.9,0.0
3488,34.74,36.39,978.0,0.09,0.0
3489,2.27,2.51,961.0,0.08,0.0
3490,44.94,39.58,1096.0,0.33,0.0
3491,5.77,5.45,1019.0,0.57,0.0
3492,13.0,11.63,1090.0,0.91,2048.0
3493,7.12,6.13,922.0,0.59,0.0
3494,31.05,38.47,1090.0,0.95,0.0
3495,31.03,36.74,1110.0,0.01,0.0
3496,12.2,8.81,912.0,0.78,0.0
3497,10.73,10.7,1061.0,0.19,0.0
3498,35.75,36.29,965.0,0.51,0.0
3499,10.19,9.8,1054.0,0.17,0.0
3500,0.06,0.05,1082.0,0.61,0.0
3501,24.15,30.74,1057.0,0.93,0.0
3502,21.86,19.26,1008.0,0.67,0.0
3503,28.72,34.85,1092.0,0.81,0.0
3504,11.69,10.63,1052.0,0.78,0.0
3505,1.25,1.36,1053.0,0.53,0.0
3506,44.65,40.11,953.0,0.03,0.0
3507,11.49,13.91,979.0,0.81,0.0
3508,18.27,23.11,1080.0,0.57,0.0
3509,26.41,32.6,1020.0,0.54,0.0
3510,40.84,33.5,1069.0,0.4,0.0
3511,35.12,40.69,1093.0,0.15,0.0
3512,16.36,19.94,1094.0,0.69,0.0
3513,22.03,25.94,1004.0,0.23,0.0
3514,33.36,40.0,943.0,0.37,0.0
3515,35.85,26.66,1040.0,0.92,2681.0
3516,36.99,37.34,1042.0,0.48,0.0
3517,38.52,33.89,985.0,0.96,2551.0
3518,10.04,10.58,989.0,0.7,0.0
3519,31.72,25.47,919.0,0.5,0.0
3520,11.8,14.08,1079.0,0.99,3766.0
3521,41.56,38.26,1055.0,0.4,0.0
3522,7.53,8.04,999.0,0.74,0.0
3523,4.18,5.05,953.0,0.3,0.0
3524,41.51,41.46,973.0,0.38,0.0
3525,45.35,33.75,1111.0,0.92,3745.0
3526,1.53,1.56,1054.0,0.71,0.0
3527,40.71,29.43,978.0,0.27,0.0
3528,8.53,6.28,929.0,0.5,0.0
3529,7.75,7.6,1007.0,0.22,0.0
3530,7.71,8.54,1084.0,0.38,0.0
3531,20.22,15.92,1064.0,0.75,0.0
3532,20.9,21.81,971.0,0.76,0.0
3533,24.49,28.34,957.0,0.02,0.0
3534,29.73,38.44,1067.0,0.49,0.0
3535,16.28,19.37,1080.0,0.17,0.0
3536,40.08,51.77,1074.0,0.79,0.0
3537,41.64,38.42,1062.0,0.92,2209.0
3538,6.78,8.59,928.0,0.71,0.0
3539,23.92,29.1,1093.0,0.44,0.0
3540,20.85,24.03,1059.0,0.35,0.0
3541,15.83,12.94,1063.0,0.9,901.0
3542,4.83,4.91,983.0,0.6,0.0
3543,24.31,22.87,957.0,0.79,0.0
3544,26.43,28.73,954.0,0.4,0.0
3545,11.23,11.65,1001.0,0.44,0.0
3546,38.33,47.96,1056.0,0.33,0.0
3547,10.2,7.66,963.0,0.82,0.0
3548,18.6,22.56,974.0,0.69,0.0
3549,5.91,6.94,936.0,0.93,344.0
3550,34.0,31.57,1084.0,0.6,0.0
3551,4.2,4.17,1098.0,0.98,1307.0
3552,33.97,39.67,1056.0,0.96,0.0
3553,9.1,11.46,1029.0,0.74,0.0
3554,27.74,21.73,944.0,0.15,0.0
3555,9.91,8.16,1083.0,0.62,0.0
3556,1.54,1.19,1045.0,0.75,0.0
3557,31.57,28.34,1054.0,0.42,0.0
3558,13.6,13.02,1055.0,0.77,0.0
3559,15.44,14.64,1066.0,0.76,0.0
3560,21.92,20.53,1047.0,0.12,0.0
3561,12.82,15.84,968.0,0.51,0.0
3562,30.22,23.47,1057.0,0.89,1097.0
3563,24.77,26.34,1094.0,0.76,0.0
3564,37.79,45.27,985.0,0.85,0.0
3565,15.76,12.27,1101.0,0.56,0.0
3566,34.77,42.1,913.0,0.92,0.0
3567,31.84,29.48,925.0,0.58,0.0
3568,41.37,49.14,995.0,0.6,0.0
3569,39.36,28.36,1065.0,0.32,0.0
3570,17.73,13.33,986.0,0.02,0.0
3571,34.46,28.53,1057.0,0.58,0.0
3572,44.91,42.16,997.0,0.16,0.0
3573,44.09,43.53,916.0,0.95,259.0
3574,6.39,7.07,960.0,0.89,0.0
3575,42.35,42.04,1102.0,0.13,0.0
3576,44.98,51.89,911.0,0.22,0.0
3577,27.8,33.33,1013.0,0.62,0.0
3578,44.77,51.83,1061.0,0.58,0.0
3579,32.07,25.22,968.0,0.89,3786.0
3580,41.84,44.42,913.0,0.72,0.0
3581,13.66,15.11,1026.0,0.88,0.0
3582,40.94,35.97,1055.0,0.05,0.0
3583,14.68,15.84,955.0,0.28,0.0
3584,38.5,49.6,945.0,0.38,0.0
